Order_ID,Revenue,Profit,Cost,Quantity,Units_Price,Profit_Margin,Category,Sub_Category,Payment_Mode,Order_Date,Customer_Name,State,City,Year_Month,,,
B-26043,8769.00,1989.00,6780.00,20,438.45,0.23,Office Supplies,Paper,UPI,11/3/20,Sara Peterson,Illinois,Chicago,2020-11,,,
B-26557,9057.00,1888.00,7169.00,19,476.68,0.21,Electronics,Printers,COD,5/30/22,Katherine Williams,Florida,Orlando,2022-05,,,
B-26557,6864.00,3275.00,3589.00,11,624.00,0.48,Furniture,Tables,Credit Card,5/30/22,Katherine Williams,Florida,Orlando,2022-05,,,
B-26557,9200.00,809.00,8391.00,13,707.69,0.09,Electronics,Laptops,COD,5/30/22,Katherine Williams,Florida,Orlando,2022-05,,,
B-25243,6113.00,2508.00,3605.00,6,1018.83,0.41,Electronics,Laptops,UPI,6/16/24,Cory Evans,Florida,Orlando,2024-06,,,
B-25243,7733.00,2784.00,4949.00,15,515.53,0.36,Furniture,Tables,EMI,6/16/24,Cory Evans,Florida,Orlando,2024-06,,,
B-25243,8524.00,154.00,8370.00,14,608.86,0.02,Furniture,Tables,COD,6/16/24,Cory Evans,Florida,Orlando,2024-06,,,
B-25243,6187.00,2344.00,3843.00,15,412.47,0.38,Furniture,Bookcases,EMI,6/16/24,Cory Evans,Florida,Orlando,2024-06,,,
B-26932,4364.00,148.00,4216.00,18,242.44,0.03,Furniture,Tables,EMI,7/15/22,Michael Rodriguez,Ohio,Cincinnati,2022-07,,,
B-26932,736.00,286.00,450.00,12,61.33,0.39,Office Supplies,Pens,EMI,7/15/22,Michael Rodriguez,Ohio,Cincinnati,2022-07,,,
B-25241,9905.00,633.00,9272.00,17,582.65,0.06,Office Supplies,Pens,EMI,7/18/21,John Munoz,Texas,Dallas,2021-07,,,
B-25241,9905.00,633.00,9272.00,17,582.65,0.06,Office Supplies,Pens,EMI,10/2/21,David Clark,Florida,Tampa,2021-10,,,
B-25044,2493.00,1221.00,1272.00,9,277.00,0.49,Office Supplies,Paper,Credit Card,4/16/24,April Welch,Illinois,Springfield,2024-04,,,
B-25044,9849.00,963.00,8886.00,1,9849.00,0.10,Office Supplies,Pens,Credit Card,4/16/24,April Welch,Illinois,Springfield,2024-04,,,
B-26137,3423.00,804.00,2619.00,4,855.75,0.23,Electronics,Printers,Credit Card,7/9/20,Alan Livingston,Illinois,Peoria,2020-07,,,
B-26137,3423.00,804.00,2619.00,4,855.75,0.23,Electronics,Printers,Credit Card,7/25/20,Angela Jackson,Texas,Dallas,2020-07,,,
B-26137,3423.00,804.00,2619.00,4,855.75,0.23,Electronics,Printers,Credit Card,1/24/24,Amy Williams,Texas,Austin,2024-01,,,
B-26137,3423.00,804.00,2619.00,4,855.75,0.23,Electronics,Printers,Credit Card,5/4/20,Laura Jordan,Texas,Dallas,2020-05,,,
B-26137,3423.00,804.00,2619.00,4,855.75,0.23,Electronics,Printers,Credit Card,11/13/21,Richard Maynard,Ohio,Cincinnati,2021-11,,,
B-25545,3900.00,115.00,3785.00,9,433.33,0.03,Furniture,Chairs,COD,10/7/23,Lawrence Oliver,Illinois,Springfield,2023-10,,,
B-26800,8568.00,2419.00,6149.00,11,778.91,0.28,Electronics,Electronic Games,UPI,10/23/21,Anthony Williams,New York,Rochester,2021-10,,,
B-26800,3283.00,71.00,3212.00,6,547.17,0.02,Office Supplies,Pens,EMI,10/23/21,Anthony Williams,New York,Rochester,2021-10,,,
B-26987,7643.00,3720.00,3923.00,19,402.26,0.49,Electronics,Electronic Games,EMI,7/18/22,Lynn Matthews,Texas,Dallas,2022-07,,,
B-26144,3461.00,1537.00,1924.00,15,230.73,0.44,Furniture,Sofas,EMI,8/23/24,Andrew Griffin,Illinois,Chicago,2024-08,,,
B-26144,5714.00,1438.00,4276.00,6,952.33,0.25,Electronics,Electronic Games,Credit Card,8/23/24,Andrew Griffin,Illinois,Chicago,2024-08,,,
B-26144,3853.00,1457.00,2396.00,10,385.30,0.38,Office Supplies,Binders,COD,8/23/24,Andrew Griffin,Illinois,Chicago,2024-08,,,
B-25406,6016.00,431.00,5585.00,20,300.80,0.07,Office Supplies,Pens,UPI,10/28/20,Megan Williams,Illinois,Chicago,2020-10,,,
B-25658,1290.00,204.00,1086.00,12,107.50,0.16,Office Supplies,Markers,UPI,6/15/24,Alison Martin,New York,Buffalo,2024-06,,,
B-25658,1290.00,204.00,1086.00,12,107.50,0.16,Office Supplies,Markers,UPI,12/19/24,Samuel Wallace,California,San Francisco,2024-12,,,
B-25733,4569.00,1693.00,2876.00,10,456.90,0.37,Electronics,Printers,UPI,9/4/20,Manuel Stark,Illinois,Springfield,2020-09,,,
B-26993,3083.00,1151.00,1932.00,16,192.69,0.37,Furniture,Bookcases,Debit Card,4/16/22,William Villarreal,Florida,Orlando,2022-04,,,
B-26964,3522.00,898.00,2624.00,15,234.80,0.25,Office Supplies,Pens,Credit Card,8/29/24,Brandon Kirk,Ohio,Cleveland,2024-08,,,
B-26964,3522.00,898.00,2624.00,15,234.80,0.25,Office Supplies,Pens,Credit Card,1/14/22,Abigail Brown,California,Los Angeles,2022-01,,,
B-26955,7301.00,3602.00,3699.00,3,2433.67,0.49,Office Supplies,Binders,Debit Card,4/7/24,Kristine Carter,Texas,Houston,2024-04,,,
B-26059,4462.00,121.00,4341.00,8,557.75,0.03,Electronics,Laptops,COD,4/24/22,Wesley Deleon,Illinois,Springfield,2022-04,,,
B-26059,6212.00,1881.00,4331.00,17,365.41,0.30,Electronics,Phones,COD,4/24/22,Wesley Deleon,Illinois,Springfield,2022-04,,,
B-26806,4027.00,1386.00,2641.00,3,1342.33,0.34,Furniture,Bookcases,EMI,8/27/20,Laura Cole,Florida,Tampa,2020-08,,,
B-26299,1676.00,330.00,1346.00,14,119.71,0.20,Electronics,Laptops,EMI,3/1/23,Lauren Harris,Ohio,Cleveland,2023-03,,,
B-26299,3927.00,1133.00,2794.00,12,327.25,0.29,Furniture,Bookcases,COD,3/1/23,Lauren Harris,Ohio,Cleveland,2023-03,,,
B-26299,2776.00,887.00,1889.00,9,308.44,0.32,Electronics,Phones,Debit Card,3/1/23,Lauren Harris,Ohio,Cleveland,2023-03,,,
B-26743,7684.00,1157.00,6527.00,12,640.33,0.15,Furniture,Sofas,COD,10/2/20,Cameron Miller,Illinois,Chicago,2020-10,,,
B-26743,7684.00,1157.00,6527.00,12,640.33,0.15,Furniture,Sofas,COD,6/23/20,Jacob Carpenter,New York,Buffalo,2020-06,,,
B-26743,7684.00,1157.00,6527.00,12,640.33,0.15,Furniture,Sofas,COD,8/21/23,Pamela Callahan DVM,Ohio,Columbus,2023-08,,,
B-26757,6008.00,2498.00,3510.00,17,353.41,0.42,Electronics,Phones,Credit Card,7/16/22,William Ruiz,Florida,Miami,2022-07,,,
B-26772,7344.00,2598.00,4746.00,20,367.20,0.35,Furniture,Bookcases,COD,8/1/22,Paula Marshall,Texas,Dallas,2022-08,,,
B-26088,6932.00,3218.00,3714.00,20,346.60,0.46,Office Supplies,Pens,COD,7/16/20,Natalie Cox,Florida,Orlando,2020-07,,,
B-26319,7748.00,1706.00,6042.00,16,484.25,0.22,Electronics,Electronic Games,EMI,5/2/20,Andrew Fernandez,Ohio,Cincinnati,2020-05,,,
B-26319,6381.00,2763.00,3618.00,20,319.05,0.43,Office Supplies,Markers,UPI,5/2/20,Andrew Fernandez,Ohio,Cincinnati,2020-05,,,
B-26319,992.00,64.00,928.00,6,165.33,0.06,Electronics,Phones,Credit Card,5/2/20,Andrew Fernandez,Ohio,Cincinnati,2020-05,,,
B-25364,8649.00,2631.00,6018.00,13,665.31,0.30,Electronics,Laptops,EMI,1/10/24,Alisha Saunders,California,San Francisco,2024-01,,,
B-25364,8649.00,2631.00,6018.00,13,665.31,0.30,Electronics,Laptops,EMI,9/30/20,Travis Chandler DDS,New York,Rochester,2020-09,,,
B-25655,4099.00,52.00,4047.00,18,227.72,0.01,Electronics,Laptops,UPI,3/28/22,Russell Austin,New York,New York City,2022-03,,,
B-26864,2539.00,324.00,2215.00,5,507.80,0.13,Electronics,Electronic Games,UPI,1/30/21,Collin Cameron,California,San Francisco,2021-01,,,
B-26019,9845.00,3062.00,6783.00,9,1093.89,0.31,Office Supplies,Paper,COD,3/14/25,Elizabeth Hernandez,Florida,Orlando,2025-03,,,
B-25849,2901.00,1411.00,1490.00,2,1450.50,0.49,Office Supplies,Paper,Debit Card,10/26/21,William Russell,Texas,Austin,2021-10,,,
B-25849,2901.00,1411.00,1490.00,2,1450.50,0.49,Office Supplies,Paper,Debit Card,1/11/23,Sheri Berg,California,Los Angeles,2023-01,,,
B-25849,6934.00,1152.00,5782.00,6,1155.67,0.17,Office Supplies,Pens,Credit Card,10/26/21,William Russell,Texas,Austin,2021-10,,,
B-25849,6934.00,1152.00,5782.00,6,1155.67,0.17,Office Supplies,Pens,Credit Card,1/11/23,Sheri Berg,California,Los Angeles,2023-01,,,
B-25829,9640.00,2606.00,7034.00,2,4820.00,0.27,Furniture,Bookcases,Credit Card,10/31/21,Anthony Barnett,Illinois,Peoria,2021-10,,,
B-26065,7930.00,1981.00,5949.00,13,610.00,0.25,Furniture,Chairs,Credit Card,5/4/23,Kaitlyn Flores,Ohio,Cleveland,2023-05,,,
B-26065,7930.00,1981.00,5949.00,13,610.00,0.25,Furniture,Chairs,Credit Card,8/9/24,Rebecca Owen,Illinois,Springfield,2024-08,,,
B-25267,9894.00,829.00,9065.00,1,9894.00,0.08,Office Supplies,Binders,COD,8/21/22,Michael Bell,California,San Diego,2022-08,,,
B-25267,4534.00,2235.00,2299.00,4,1133.50,0.49,Furniture,Tables,COD,8/21/22,Michael Bell,California,San Diego,2022-08,,,
B-25972,4911.00,186.00,4725.00,20,245.55,0.04,Electronics,Phones,Debit Card,6/19/22,Willie Huynh,New York,Buffalo,2022-06,,,
B-25972,531.00,189.00,342.00,20,26.55,0.36,Furniture,Bookcases,Debit Card,6/19/22,Willie Huynh,New York,Buffalo,2022-06,,,
B-25511,9707.00,3483.00,6224.00,10,970.70,0.36,Electronics,Electronic Games,EMI,1/29/25,Samuel Hayes,Illinois,Peoria,2025-01,,,
B-25511,8521.00,2584.00,5937.00,7,1217.29,0.30,Office Supplies,Paper,COD,1/29/25,Samuel Hayes,Illinois,Peoria,2025-01,,,
B-25744,8438.00,3427.00,5011.00,12,703.17,0.41,Office Supplies,Binders,Credit Card,1/14/22,Sherry Tran,New York,Buffalo,2022-01,,,
B-25744,1689.00,109.00,1580.00,9,187.67,0.06,Electronics,Electronic Games,UPI,1/14/22,Sherry Tran,New York,Buffalo,2022-01,,,
B-25744,3936.00,1626.00,2310.00,14,281.14,0.41,Office Supplies,Paper,COD,1/14/22,Sherry Tran,New York,Buffalo,2022-01,,,
B-26805,7664.00,1753.00,5911.00,19,403.37,0.23,Electronics,Phones,Debit Card,6/15/23,Heather Gray,Ohio,Cincinnati,2023-06,,,
B-25620,721.00,258.00,463.00,13,55.46,0.36,Electronics,Laptops,Debit Card,10/18/23,Benjamin Meadows,Illinois,Peoria,2023-10,,,
B-25620,721.00,258.00,463.00,13,55.46,0.36,Electronics,Laptops,Debit Card,6/13/22,Micheal Graham,New York,Buffalo,2022-06,,,
B-25620,8364.00,3055.00,5309.00,17,492.00,0.37,Electronics,Laptops,Credit Card,10/18/23,Benjamin Meadows,Illinois,Peoria,2023-10,,,
B-25620,8364.00,3055.00,5309.00,17,492.00,0.37,Electronics,Laptops,Credit Card,6/13/22,Micheal Graham,New York,Buffalo,2022-06,,,
B-25620,5234.00,2021.00,3213.00,15,348.93,0.39,Furniture,Bookcases,EMI,10/18/23,Benjamin Meadows,Illinois,Peoria,2023-10,,,
B-25620,5234.00,2021.00,3213.00,15,348.93,0.39,Furniture,Bookcases,EMI,6/13/22,Micheal Graham,New York,Buffalo,2022-06,,,
B-25325,3944.00,1559.00,2385.00,18,219.11,0.40,Electronics,Phones,Credit Card,6/12/24,Jean Jackson,California,San Francisco,2024-06,,,
B-25325,6711.00,1045.00,5666.00,12,559.25,0.16,Office Supplies,Pens,Credit Card,6/12/24,Jean Jackson,California,San Francisco,2024-06,,,
B-25325,5031.00,714.00,4317.00,4,1257.75,0.14,Furniture,Tables,Credit Card,6/12/24,Jean Jackson,California,San Francisco,2024-06,,,
B-25325,6295.00,2469.00,3826.00,14,449.64,0.39,Office Supplies,Binders,EMI,6/12/24,Jean Jackson,California,San Francisco,2024-06,,,
B-25131,9654.00,4111.00,5543.00,1,9654.00,0.43,Office Supplies,Paper,UPI,6/27/22,Timothy Murphy,California,San Francisco,2022-06,,,
B-25131,3112.00,1065.00,2047.00,20,155.60,0.34,Office Supplies,Binders,COD,6/27/22,Timothy Murphy,California,San Francisco,2022-06,,,
B-26654,7838.00,1142.00,6696.00,13,602.92,0.15,Electronics,Phones,UPI,2/18/21,Mrs. Jennifer Lewis,California,San Francisco,2021-02,,,
B-26654,9300.00,3146.00,6154.00,6,1550.00,0.34,Electronics,Phones,Credit Card,2/18/21,Mrs. Jennifer Lewis,California,San Francisco,2021-02,,,
B-26654,1733.00,133.00,1600.00,17,101.94,0.08,Office Supplies,Paper,Debit Card,2/18/21,Mrs. Jennifer Lewis,California,San Francisco,2021-02,,,
B-26195,874.00,235.00,639.00,15,58.27,0.27,Office Supplies,Binders,Debit Card,5/29/23,Bryan Brown,New York,Rochester,2023-05,,,
B-26195,874.00,235.00,639.00,15,58.27,0.27,Office Supplies,Binders,Debit Card,6/4/21,Christopher Johnson,Florida,Miami,2021-06,,,
B-25842,1248.00,584.00,664.00,13,96.00,0.47,Office Supplies,Pens,EMI,1/22/24,Christina Conner,Ohio,Columbus,2024-01,,,
B-25842,1248.00,584.00,664.00,13,96.00,0.47,Office Supplies,Pens,EMI,12/27/22,Luis Luna,California,San Francisco,2022-12,,,
B-25842,3669.00,154.00,3515.00,14,262.07,0.04,Office Supplies,Markers,EMI,1/22/24,Christina Conner,Ohio,Columbus,2024-01,,,
B-25842,3669.00,154.00,3515.00,14,262.07,0.04,Office Supplies,Markers,EMI,12/27/22,Luis Luna,California,San Francisco,2022-12,,,
B-25842,514.00,109.00,405.00,15,34.27,0.21,Office Supplies,Paper,Debit Card,1/22/24,Christina Conner,Ohio,Columbus,2024-01,,,
B-25842,514.00,109.00,405.00,15,34.27,0.21,Office Supplies,Paper,Debit Card,12/27/22,Luis Luna,California,San Francisco,2022-12,,,
B-25851,3273.00,85.00,3188.00,16,204.56,0.03,Electronics,Phones,UPI,3/30/24,Julie Chavez,Ohio,Cincinnati,2024-03,,,
B-25427,5035.00,2008.00,3027.00,2,2517.50,0.40,Furniture,Chairs,COD,4/4/20,Richard Blair,Florida,Miami,2020-04,,,
B-25427,7702.00,60.00,7642.00,19,405.37,0.01,Electronics,Printers,UPI,4/4/20,Richard Blair,Florida,Miami,2020-04,,,
B-25427,9884.00,4446.00,5438.00,7,1412.00,0.45,Electronics,Printers,EMI,4/4/20,Richard Blair,Florida,Miami,2020-04,,,
B-26224,5564.00,175.00,5389.00,11,505.82,0.03,Electronics,Laptops,COD,1/22/23,Mitchell Lester,Illinois,Chicago,2023-01,,,
B-26224,5564.00,175.00,5389.00,11,505.82,0.03,Electronics,Laptops,COD,4/12/22,Mr. John Tyler PhD,Texas,Houston,2022-04,,,
B-26224,5564.00,175.00,5389.00,11,505.82,0.03,Electronics,Laptops,COD,12/13/23,Juan Kelly,Florida,Miami,2023-12,,,
B-26224,3953.00,1776.00,2177.00,15,263.53,0.45,Electronics,Electronic Games,UPI,1/22/23,Mitchell Lester,Illinois,Chicago,2023-01,,,
B-26224,3953.00,1776.00,2177.00,15,263.53,0.45,Electronics,Electronic Games,UPI,4/12/22,Mr. John Tyler PhD,Texas,Houston,2022-04,,,
B-26224,3953.00,1776.00,2177.00,15,263.53,0.45,Electronics,Electronic Games,UPI,12/13/23,Juan Kelly,Florida,Miami,2023-12,,,
B-26896,6488.00,1591.00,4897.00,18,360.44,0.25,Electronics,Printers,EMI,5/24/23,Morgan Mccarthy,Texas,Dallas,2023-05,,,
B-26896,6488.00,1591.00,4897.00,18,360.44,0.25,Electronics,Printers,EMI,11/29/20,Morgan Sullivan,Texas,Houston,2020-11,,,
B-26469,7856.00,3699.00,4157.00,17,462.12,0.47,Electronics,Electronic Games,UPI,3/24/21,Eric Clark,Florida,Orlando,2021-03,,,
B-26469,1165.00,51.00,1114.00,3,388.33,0.04,Office Supplies,Pens,EMI,3/24/21,Eric Clark,Florida,Orlando,2021-03,,,
B-26219,9386.00,2555.00,6831.00,20,469.30,0.27,Office Supplies,Markers,Credit Card,8/19/20,Mark Padilla,California,San Diego,2020-08,,,
B-26219,9386.00,2555.00,6831.00,20,469.30,0.27,Office Supplies,Markers,Credit Card,10/20/22,Anthony Lane,Ohio,Cleveland,2022-10,,,
B-26119,3956.00,142.00,3814.00,12,329.67,0.04,Office Supplies,Pens,Debit Card,9/20/23,Jeffrey Henderson,Florida,Tampa,2023-09,,,
B-26119,3956.00,142.00,3814.00,12,329.67,0.04,Office Supplies,Pens,Debit Card,12/26/24,Michelle Hardy,Texas,Dallas,2024-12,,,
B-26119,6449.00,2628.00,3821.00,11,586.27,0.41,Furniture,Bookcases,EMI,9/20/23,Jeffrey Henderson,Florida,Tampa,2023-09,,,
B-26119,6449.00,2628.00,3821.00,11,586.27,0.41,Furniture,Bookcases,EMI,12/26/24,Michelle Hardy,Texas,Dallas,2024-12,,,
B-26988,6255.00,437.00,5818.00,18,347.50,0.07,Office Supplies,Markers,COD,12/3/21,Ms. Barbara Cervantes,New York,Rochester,2021-12,,,
B-26988,2109.00,681.00,1428.00,20,105.45,0.32,Electronics,Electronic Games,UPI,12/3/21,Ms. Barbara Cervantes,New York,Rochester,2021-12,,,
B-25596,6707.00,1041.00,5666.00,20,335.35,0.16,Electronics,Phones,Credit Card,9/14/21,Steven Proctor,Texas,Austin,2021-09,,,
B-26845,7633.00,184.00,7449.00,13,587.15,0.02,Office Supplies,Pens,COD,9/30/21,Shannon Patterson,Illinois,Springfield,2021-09,,,
B-25099,975.00,224.00,751.00,18,54.17,0.23,Office Supplies,Pens,COD,12/22/21,William Valdez,California,San Diego,2021-12,,,
B-25099,4492.00,1450.00,3042.00,7,641.71,0.32,Furniture,Tables,EMI,12/22/21,William Valdez,California,San Diego,2021-12,,,
B-25099,7957.00,2834.00,5123.00,12,663.08,0.36,Furniture,Chairs,UPI,12/22/21,William Valdez,California,San Diego,2021-12,,,
B-26153,4906.00,975.00,3931.00,7,700.86,0.20,Furniture,Tables,Debit Card,5/18/22,Laura Yu,Texas,Houston,2022-05,,,
B-25060,1379.00,250.00,1129.00,3,459.67,0.18,Office Supplies,Pens,Credit Card,10/8/20,Jonathan Mcmillan,New York,Buffalo,2020-10,,,
B-25060,4244.00,340.00,3904.00,10,424.40,0.08,Electronics,Laptops,Debit Card,10/8/20,Jonathan Mcmillan,New York,Buffalo,2020-10,,,
B-26572,5911.00,2333.00,3578.00,14,422.21,0.39,Furniture,Bookcases,EMI,8/20/22,Austin Davis,California,San Diego,2022-08,,,
B-26572,5911.00,2333.00,3578.00,14,422.21,0.39,Furniture,Bookcases,EMI,11/25/24,Mark Roy,California,San Francisco,2024-11,,,
B-26572,1818.00,738.00,1080.00,11,165.27,0.41,Office Supplies,Markers,EMI,8/20/22,Austin Davis,California,San Diego,2022-08,,,
B-26572,1818.00,738.00,1080.00,11,165.27,0.41,Office Supplies,Markers,EMI,11/25/24,Mark Roy,California,San Francisco,2024-11,,,
B-25919,2140.00,970.00,1170.00,4,535.00,0.45,Office Supplies,Paper,Credit Card,9/30/20,Jillian Williams,California,San Diego,2020-09,,,
B-25919,2140.00,970.00,1170.00,4,535.00,0.45,Office Supplies,Paper,Credit Card,2/20/25,Rebekah Carter,Florida,Orlando,2025-02,,,
B-25919,2140.00,970.00,1170.00,4,535.00,0.45,Office Supplies,Paper,Credit Card,3/20/22,Jonathan Reed,California,San Francisco,2022-03,,,
B-25919,2670.00,1026.00,1644.00,1,2670.00,0.38,Electronics,Laptops,Debit Card,9/30/20,Jillian Williams,California,San Diego,2020-09,,,
B-25919,2670.00,1026.00,1644.00,1,2670.00,0.38,Electronics,Laptops,Debit Card,2/20/25,Rebekah Carter,Florida,Orlando,2025-02,,,
B-25919,2670.00,1026.00,1644.00,1,2670.00,0.38,Electronics,Laptops,Debit Card,3/20/22,Jonathan Reed,California,San Francisco,2022-03,,,
B-26978,1108.00,167.00,941.00,18,61.56,0.15,Electronics,Laptops,Debit Card,3/7/25,Roger Harris,Illinois,Springfield,2025-03,,,
B-26978,9776.00,3750.00,6026.00,9,1086.22,0.38,Office Supplies,Binders,UPI,3/7/25,Roger Harris,Illinois,Springfield,2025-03,,,
B-26978,535.00,72.00,463.00,6,89.17,0.13,Furniture,Bookcases,COD,3/7/25,Roger Harris,Illinois,Springfield,2025-03,,,
B-26554,7564.00,3463.00,4101.00,5,1512.80,0.46,Office Supplies,Paper,Credit Card,6/16/24,Louis Jimenez,Florida,Tampa,2024-06,,,
B-26554,7564.00,3463.00,4101.00,5,1512.80,0.46,Office Supplies,Paper,Credit Card,11/21/20,Jessica Jones,Illinois,Peoria,2020-11,,,
B-26554,7564.00,3463.00,4101.00,5,1512.80,0.46,Office Supplies,Paper,Credit Card,10/1/24,Renee Gomez,Florida,Miami,2024-10,,,
B-26554,7564.00,3463.00,4101.00,5,1512.80,0.46,Office Supplies,Paper,Credit Card,7/1/24,Connie Olson,Texas,Houston,2024-07,,,
B-26554,3409.00,1605.00,1804.00,20,170.45,0.47,Electronics,Electronic Games,UPI,6/16/24,Louis Jimenez,Florida,Tampa,2024-06,,,
B-26554,3409.00,1605.00,1804.00,20,170.45,0.47,Electronics,Electronic Games,UPI,11/21/20,Jessica Jones,Illinois,Peoria,2020-11,,,
B-26554,3409.00,1605.00,1804.00,20,170.45,0.47,Electronics,Electronic Games,UPI,10/1/24,Renee Gomez,Florida,Miami,2024-10,,,
B-26554,3409.00,1605.00,1804.00,20,170.45,0.47,Electronics,Electronic Games,UPI,7/1/24,Connie Olson,Texas,Houston,2024-07,,,
B-26883,9751.00,2459.00,7292.00,13,750.08,0.25,Office Supplies,Pens,COD,11/23/20,Christian Jones,New York,Buffalo,2020-11,,,
B-25423,6385.00,2656.00,3729.00,11,580.45,0.42,Electronics,Printers,Credit Card,3/18/23,Matthew Kelley,Florida,Orlando,2023-03,,,
B-25423,6385.00,2656.00,3729.00,11,580.45,0.42,Electronics,Printers,Credit Card,10/19/22,Candace Martinez,Florida,Tampa,2022-10,,,
B-26324,6355.00,1335.00,5020.00,15,423.67,0.21,Electronics,Electronic Games,Debit Card,8/31/23,Jacob Mann,Texas,Austin,2023-08,,,
B-26324,6355.00,1335.00,5020.00,15,423.67,0.21,Electronics,Electronic Games,Debit Card,6/6/21,Keith Reese,Texas,Austin,2021-06,,,
B-26945,7377.00,320.00,7057.00,15,491.80,0.04,Electronics,Printers,Debit Card,12/21/22,Aaron Jones,Texas,Austin,2022-12,,,
B-26945,2054.00,371.00,1683.00,12,171.17,0.18,Office Supplies,Markers,EMI,12/21/22,Aaron Jones,Texas,Austin,2022-12,,,
B-26405,7497.00,319.00,7178.00,18,416.50,0.04,Furniture,Chairs,COD,2/12/24,Christopher Brooks,Illinois,Peoria,2024-02,,,
B-26046,2565.00,983.00,1582.00,20,128.25,0.38,Electronics,Electronic Games,Debit Card,12/5/22,Charles Moore,Florida,Miami,2022-12,,,
B-26046,5024.00,1544.00,3480.00,19,264.42,0.31,Office Supplies,Pens,COD,12/5/22,Charles Moore,Florida,Miami,2022-12,,,
B-25746,8243.00,1346.00,6897.00,15,549.53,0.16,Office Supplies,Binders,Debit Card,4/4/21,Manuel Walls,Texas,Houston,2021-04,,,
B-25232,7792.00,1403.00,6389.00,13,599.38,0.18,Office Supplies,Paper,UPI,2/12/21,Darren Moore,Illinois,Peoria,2021-02,,,
B-25232,7792.00,1403.00,6389.00,13,599.38,0.18,Office Supplies,Paper,UPI,12/27/22,Stephanie Thomas,New York,Rochester,2022-12,,,
B-25232,7792.00,1403.00,6389.00,13,599.38,0.18,Office Supplies,Paper,UPI,1/19/24,Kristy Hernandez,California,San Diego,2024-01,,,
B-25232,2346.00,388.00,1958.00,14,167.57,0.17,Furniture,Chairs,Debit Card,2/12/21,Darren Moore,Illinois,Peoria,2021-02,,,
B-25232,2346.00,388.00,1958.00,14,167.57,0.17,Furniture,Chairs,Debit Card,12/27/22,Stephanie Thomas,New York,Rochester,2022-12,,,
B-25232,2346.00,388.00,1958.00,14,167.57,0.17,Furniture,Chairs,Debit Card,1/19/24,Kristy Hernandez,California,San Diego,2024-01,,,
B-25591,7346.00,1043.00,6303.00,10,734.60,0.14,Furniture,Sofas,Credit Card,12/25/22,Randy Johnson,Ohio,Columbus,2022-12,,,
B-25591,9770.00,4132.00,5638.00,7,1395.71,0.42,Electronics,Electronic Games,UPI,12/25/22,Randy Johnson,Ohio,Columbus,2022-12,,,
B-25591,7179.00,683.00,6496.00,13,552.23,0.10,Electronics,Laptops,Credit Card,12/25/22,Randy Johnson,Ohio,Columbus,2022-12,,,
B-26325,5449.00,2389.00,3060.00,2,2724.50,0.44,Electronics,Phones,UPI,10/6/22,James Benitez,Florida,Miami,2022-10,,,
B-25251,2895.00,104.00,2791.00,6,482.50,0.04,Furniture,Chairs,COD,4/27/20,Donald York,New York,Buffalo,2020-04,,,
B-25251,2895.00,104.00,2791.00,6,482.50,0.04,Furniture,Chairs,COD,5/13/24,Tiffany Parker,Texas,Houston,2024-05,,,
B-25251,697.00,116.00,581.00,1,697.00,0.17,Furniture,Chairs,UPI,4/27/20,Donald York,New York,Buffalo,2020-04,,,
B-25251,697.00,116.00,581.00,1,697.00,0.17,Furniture,Chairs,UPI,5/13/24,Tiffany Parker,Texas,Houston,2024-05,,,
B-25464,6145.00,1414.00,4731.00,4,1536.25,0.23,Furniture,Chairs,COD,10/23/20,Melissa Mcknight,California,Los Angeles,2020-10,,,
B-25464,2504.00,440.00,2064.00,18,139.11,0.18,Electronics,Printers,UPI,10/23/20,Melissa Mcknight,California,Los Angeles,2020-10,,,
B-25464,3124.00,138.00,2986.00,16,195.25,0.04,Electronics,Phones,Debit Card,10/23/20,Melissa Mcknight,California,Los Angeles,2020-10,,,
B-26678,6934.00,1226.00,5708.00,1,6934.00,0.18,Electronics,Electronic Games,Debit Card,6/11/21,Mr. Jack Mercado,Ohio,Cincinnati,2021-06,,,
B-26678,6934.00,1226.00,5708.00,1,6934.00,0.18,Electronics,Electronic Games,Debit Card,9/8/21,Christian Jones,New York,Rochester,2021-09,,,
B-25962,4202.00,1171.00,3031.00,3,1400.67,0.28,Office Supplies,Markers,COD,11/23/22,Rachel Fisher,Illinois,Peoria,2022-11,,,
B-25962,4202.00,1171.00,3031.00,3,1400.67,0.28,Office Supplies,Markers,COD,10/31/22,Donald Moore,New York,Rochester,2022-10,,,
B-25962,4202.00,1171.00,3031.00,3,1400.67,0.28,Office Supplies,Markers,COD,11/6/23,William Wu,Florida,Tampa,2023-11,,,
B-25962,4202.00,1171.00,3031.00,3,1400.67,0.28,Office Supplies,Markers,COD,11/12/23,Jesus Zuniga,Texas,Houston,2023-11,,,
B-26586,2239.00,828.00,1411.00,1,2239.00,0.37,Electronics,Printers,UPI,6/26/23,Michael Gallegos,California,Los Angeles,2023-06,,,
B-26586,2239.00,828.00,1411.00,1,2239.00,0.37,Electronics,Printers,UPI,9/30/23,Robert Daniels,Illinois,Chicago,2023-09,,,
B-26586,2450.00,1002.00,1448.00,4,612.50,0.41,Electronics,Phones,Debit Card,6/26/23,Michael Gallegos,California,Los Angeles,2023-06,,,
